,feature,size
3046,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '=', '2345', 'mc.company_type_id', '>', '1', 'mi.info_type_id', '>', '106']",375.0
3047,"['t.id', '=', 'mc.movie_id', 't.production_year', '>', '2010', 'mc.company_type_id', '=', '1']",118438.0
3048,"['t.id', '=', 'ci.movie_id', 't.production_year', '>', '1999']",22094104.0
3049,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '4', 't.production_year', '>', '2004', 'mi_idx.info_type_id', '>', '101']",8592.0
3050,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2012']",2366927.0
3051,"['mc.company_id', '=', '601']",331.0
3052,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '=', '2092642', 'mi.info_type_id', '>', '2']",119.0
3053,"['t.id', '=', 'mk.movie_id', 't.production_year', '=', '1964', 'mk.keyword_id', '>', '2276']",13171.0
3054,"['t.id', '=', 'mk.movie_id', 't.production_year', '=', '2007', 'mk.keyword_id', '<', '2517']",66936.0
3055,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mc.company_id', '>', '162927']",132090.0
3056,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '1957', 'mk.keyword_id', '>', '7709']",8868497.0
3057,"['mk.keyword_id', '<', '19805']",3564636.0
3058,"['t.id', '=', 'mk.movie_id', 't.production_year', '=', '1896']",405.0
3059,"['t.id', '=', 'mk.movie_id', 't.kind_id', '>', '3', 't.production_year', '>', '2012', 'mk.keyword_id', '<', '43689']",10336.0
3060,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'mi.info_type_id', '>', '16']",123127890.0
3061,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1920', 'mi.info_type_id', '=', '3']",1585855.0
3062,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '4', 't.production_year', '>', '0', 'mi_idx.info_type_id', '>', '100']",57560.0
3063,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '1', 't.production_year', '<', '2005', 'mi.info_type_id', '>', '4']",3821603.0
3064,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '2010']",369049.0
3065,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '2', 't.production_year', '=', '1999', 'mk.keyword_id', '<', '186']",157017.0
3066,"['ci.person_id', '>', '3282335']",4245384.0
3067,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2006', 'ci.person_id', '>', '3064145']",591610.0
3068,"['mk.keyword_id', '>', '9122']",1630615.0
3069,"['t.id', '=', 'mi.movie_id', 't.production_year', '>', '2009', 'mi.info_type_id', '=', '8']",233592.0
3070,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '1', 'mi_idx.info_type_id', '>', '101', 'mk.keyword_id', '<', '2241']",10975.0
3071,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1998', 'mk.keyword_id', '>', '1082']",86469534.0
3072,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '3', 't.production_year', '>', '1910']",1225230.0
3073,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '1981', 'mi_idx.info_type_id', '>', '100']",3570.0
3074,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '=', '1988', 'mc.company_id', '>', '6', 'mc.company_type_id', '=', '2', 'mi.info_type_id', '>', '8']",90463.0
3075,"['mk.keyword_id', '<', '73']",84961.0
3076,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '=', '6', 't.production_year', '<', '2010', 'mc.company_type_id', '>', '1', 'ci.person_id', '<', '1857545', 'ci.role_id', '=', '2']",2648.0
3077,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '<', '3518']",1988987.0
3078,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1998', 'ci.person_id', '>', '1158106']",10418268.0
3079,"['t.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '1967', 'ci.person_id', '<', '1224757', 'ci.role_id', '>', '3']",6960.0
3080,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '1', 'ci.person_id', '>', '1605895', 'ci.role_id', '>', '4', 'mk.keyword_id', '<', '870']",7935367.0
3081,"['ci.person_id', '<', '1700229']",17212715.0
3082,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2009', 'mc.company_id', '=', '67']",192.0
3083,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 'ci.person_id', '<', '3033023']",46445341.0
3084,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '1', 'mi.info_type_id', '>', '6']",4862632.0
3085,"['mk.keyword_id', '<', '7634']",2697560.0
3086,"['mk.keyword_id', '<', '13264']",3206841.0
3087,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '<', '2004', 'mc.company_type_id', '=', '1']",30847586.0
3088,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '2002']",6483688.0
3089,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 'mc.company_id', '<', '80096', 'mi_idx.info_type_id', '<', '101']",1773474.0
3090,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '=', '1153514', 'ci.role_id', '<', '2']",5.0
3091,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1928', 'mi.info_type_id', '=', '16']",1277799.0
3092,"['t.id', '=', 'mc.movie_id', 't.production_year', '<', '1975', 'mc.company_id', '>', '166', 'mc.company_type_id', '<', '2']",300392.0
3093,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_type_id', '<', '2', 'ci.person_id', '>', '512702']",40324077.0
3094,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '>', '1', 'mc.company_id', '<', '80240', 'mc.company_type_id', '>', '1']",13732863.0
3095,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 'mc.company_id', '>', '7669', 'mc.company_type_id', '>', '1']",1291890.0
3096,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 'ci.person_id', '<', '3271801', 'ci.role_id', '>', '10', 'mi_idx.info_type_id', '=', '100']",60741.0
3097,"['t.id', '=', 'mi.movie_id', 't.kind_id', '>', '4', 't.production_year', '<', '2012', 'mi.info_type_id', '>', '3']",3266466.0
3098,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '<', '348']",453330.0
3099,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 'ci.role_id', '=', '1']",28024423.0
3100,"['t.id', '=', 'mk.movie_id', 't.production_year', '>', '0']",4499972.0
3101,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'mi.info_type_id', '>', '9']",271686791.0
3102,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '1991']",6098.0
3103,"['mc.company_id', '>', '10584', 'mc.company_type_id', '=', '1']",475839.0
3104,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2003']",4230426.0
3105,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 'mc.company_id', '>', '1402', 'mc.company_type_id', '<', '2', 'mi.info_type_id', '>', '7']",23920190.0
3106,"['mc.company_id', '>', '699', 'mc.company_type_id', '<', '2']",838456.0
3107,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '3', 't.production_year', '<', '2005', 'mi_idx.info_type_id', '=', '99']",356479.0
3108,"['t.id', '=', 'mk.movie_id', 't.production_year', '>', '1966']",3636145.0
3109,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '2010', 'mc.company_id', '=', '1057', 'mk.keyword_id', '<', '4900']",566.0
3110,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 'ci.role_id', '=', '2', 'mi_idx.info_type_id', '>', '100']",2359361.0
3111,"['mc.company_id', '=', '44806']",9.0
3112,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '<', '213', 'mc.company_type_id', '<', '2', 'mk.keyword_id', '>', '137']",1951355.0
3113,"['mc.company_id', '<', '100309', 'mc.company_type_id', '>', '1']",1080060.0
3114,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1966', 'mc.company_id', '<', '73263', 'mc.company_type_id', '>', '1']",894653.0
3115,"['t.id', '=', 'mc.movie_id', 't.production_year', '=', '2002', 'mc.company_id', '<', '15404', 'mc.company_type_id', '>', '1']",10701.0
3116,"['mk.keyword_id', '>', '1265']",3387146.0
3117,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '3', 't.production_year', '>', '2007', 'mk.keyword_id', '<', '51023']",477036.0
3118,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 'ci.role_id', '>', '2']",27296052.0
3119,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '=', '2012']",198739.0
3120,"['t.id', '=', 'ci.movie_id', 't.production_year', '<', '1927']",505305.0
3121,"['mk.keyword_id', '<', '8183']",2793227.0
3122,"['mk.keyword_id', '=', '26396']",20.0
3123,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '=', '3311297']",79.0
3124,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'ci.person_id', '<', '2351768', 'ci.role_id', '>', '2']",35194776.0
3125,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2008', 'mi.info_type_id', '=', '4']",398125.0
3126,"['mk.keyword_id', '=', '3855']",152.0
3127,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '1', 't.production_year', '<', '1969', 'mi.info_type_id', '>', '15']",587010.0
3128,"['ci.person_id', '<', '2244659']",22040368.0
3129,"['mk.keyword_id', '>', '468']",3905274.0
3130,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'ci.person_id', '>', '3935162']",2416615.0
3131,"['t.kind_id', '>', '1', 't.production_year', '=', '1967']",10548.0
3132,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '2', 't.production_year', '=', '2012', 'ci.role_id', '=', '11']",13077.0
3133,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '=', '1996', 'ci.role_id', '<', '11', 'mk.keyword_id', '=', '695']",20.0
3134,"['t.id', '=', 'mi.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '1992', 'mi.info_type_id', '<', '16']",54260.0
3135,"['mk.keyword_id', '=', '7493']",214.0
3136,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_type_id', '>', '1', 'ci.role_id', '>', '1']",21884774.0
3137,"['t.id', '=', 'mk.movie_id', 't.kind_id', '=', '1', 'mk.keyword_id', '=', '13578']",138.0
3138,"['mc.company_id', '>', '117089']",188719.0
3139,"['ci.person_id', '<', '1762249', 'ci.role_id', '>', '1']",5116609.0
3140,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '1996', 'mc.company_id', '=', '6', 'mc.company_type_id', '<', '2']",976.0
3141,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mk.keyword_id', '>', '5831']",1759286.0
3142,"['ci.person_id', '=', '1423753']",740.0
3143,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '1978', 'mi.info_type_id', '<', '7']",303252.0
3144,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '1990']",4434594.0
3145,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1998', 'mi.info_type_id', '>', '16']",2063694.0
3146,"['mk.keyword_id', '<', '5754']",2427002.0
3147,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2001', 'mc.company_type_id', '<', '2']",149910.0
3148,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.production_year', '=', '1979', 'mc.company_id', '<', '13015', 'mc.company_type_id', '>', '1', 'ci.person_id', '>', '392631', 'ci.role_id', '=', '1']",25622.0
3149,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 'mi.info_type_id', '<', '16', 'mi_idx.info_type_id', '=', '99']",3452539.0
3150,"['mk.keyword_id', '>', '1681']",3227858.0
3151,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '2', 't.production_year', '>', '1988', 'mk.keyword_id', '<', '14997']",1439355.0
3152,"['mk.keyword_id', '=', '1456']",1098.0
3153,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2008', 'mi.info_type_id', '<', '15']",365009.0
3154,"['t.id', '=', 'mc.movie_id', 't.production_year', '>', '1931']",2355011.0
3155,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '=', '2007', 'mi_idx.info_type_id', '>', '99', 'mk.keyword_id', '<', '25693']",223284.0
3156,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 'mi.info_type_id', '<', '9']",1547130.0
3157,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1921', 'mi.info_type_id', '=', '1']",984361.0
3158,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '6', 't.production_year', '=', '1994', 'mi.info_type_id', '>', '18']",85.0
3159,"['t.id', '=', 'mk.movie_id', 't.production_year', '=', '1960', 'mk.keyword_id', '>', '5573']",9314.0
3160,"['t.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '2006', 'mk.keyword_id', '>', '21623']",15049.0
3161,"['ci.person_id', '>', '2500576', 'ci.role_id', '=', '3']",2395165.0
3162,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '=', '1983', 'mk.keyword_id', '>', '1036']",209832.0
3163,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 'mi.info_type_id', '<', '97']",10130097.0
3164,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '>', '2561', 'mc.company_type_id', '>', '1', 'mi.info_type_id', '<', '18']",13081496.0
3165,"['ci.person_id', '>', '3414227', 'ci.role_id', '=', '10']",2439516.0
3166,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2010']",6457790.0
3167,"['mk.keyword_id', '<', '124939']",4513746.0
3168,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '>', '2007', 'ci.role_id', '=', '3']",4814604.0
3169,"['ci.person_id', '>', '1886760', 'ci.role_id', '>', '1']",17313584.0
3170,"['t.id', '=', 'mk.movie_id', 't.production_year', '<', '1969']",916122.0
3171,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '>', '2001', 'mi.info_type_id', '<', '2']",1687959.0
3172,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mc.company_id', '<', '2215', 'mc.company_type_id', '<', '2', 'mk.keyword_id', '=', '56015']",58.0
3173,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '1', 't.production_year', '=', '2008', 'mi.info_type_id', '=', '15']",1218400.0
3174,"['ci.person_id', '>', '3229390']",4565720.0
3175,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '7511']",1845219.0
3176,"['mc.company_id', '<', '903']",653218.0
3177,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '<', '15645', 'mi.info_type_id', '>', '2']",46372312.0
3178,"['t.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1986']",10245517.0
3179,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 'mi_idx.info_type_id', '=', '100']",369140.0
3180,"['ci.person_id', '>', '422093', 'ci.role_id', '>', '4']",8806398.0
3181,"['t.id', '=', 'mi.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '2002']",3221404.0
3182,"['t.id', '=', 'mi.movie_id', 't.kind_id', '>', '2']",5765094.0
3183,"['mk.keyword_id', '>', '27088']",695724.0
3184,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1985', 'mi_idx.info_type_id', '>', '100']",4791477.0
3185,"['t.id', '=', 'ci.movie_id', 't.production_year', '=', '1995', 'ci.person_id', '<', '805894']",122145.0
3186,"['t.id', '=', 'mc.movie_id', 't.kind_id', '<', '7', 'mc.company_id', '=', '160', 'mc.company_type_id', '<', '2']",5429.0
3187,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '3', 't.production_year', '>', '1995', 'mk.keyword_id', '<', '7845']",880934.0
3188,"['ci.person_id', '<', '2269233']",22278730.0
3189,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '4', 'mi_idx.info_type_id', '<', '101']",569230.0
3190,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '3116']",6204959.0
3191,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2007']",195295.0
3192,"['mi.info_type_id', '<', '87']",13822547.0
3193,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_id', '>', '7264']",42194785.0
3194,"['ci.person_id', '>', '935044', 'ci.role_id', '=', '8']",1272897.0
3195,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '1935']",1432.0
3196,"['mk.keyword_id', '=', '1532']",1733.0
3197,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 'mc.company_id', '<', '9749', 'mc.company_type_id', '<', '2']",315678.0
3198,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '>', '3030578']",6205210.0
3199,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '6', 't.production_year', '>', '2012', 'mi.info_type_id', '<', '11', 'mk.keyword_id', '=', '5245']",52.0
3200,"['t.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '1963']",3783.0
3201,"['t.id', '=', 'mk.movie_id', 't.production_year', '>', '0', 'mk.keyword_id', '<', '16264']",3359352.0
3202,"['mk.keyword_id', '=', '7579']",556.0
3203,"['ci.person_id', '>', '1656070']",19513915.0
3204,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mi_idx.info_type_id', '<', '100', 'mk.keyword_id', '=', '14346']",61.0
3205,"['ci.person_id', '<', '10931']",95775.0
3206,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mi.info_type_id', '<', '6']",6372851.0
3207,"['mk.keyword_id', '=', '707']",770.0
3208,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_type_id', '<', '2', 'mi.info_type_id', '<', '16']",23716100.0
3209,"['t.id', '=', 'ci.movie_id', 't.production_year', '<', '2002', 'ci.person_id', '>', '46632', 'ci.role_id', '=', '4']",1242501.0
3210,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mc.company_id', '>', '19']",3909816.0
3211,"['ci.person_id', '=', '494836']",170.0
3212,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1920']",1107102.0
3213,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '1977', 'mc.company_id', '<', '78']",437234.0
3214,"['t.id', '=', 'mc.movie_id', 't.production_year', '<', '1999', 'mc.company_id', '<', '258']",222643.0
3215,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'ci.person_id', '<', '838169', 'ci.role_id', '=', '1', 'mk.keyword_id', '=', '117']",174316.0
3216,"['t.id', '=', 'mi.movie_id', 't.kind_id', '>', '2', 'mi.info_type_id', '<', '3']",884145.0
3217,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1919', 'mi.info_type_id', '=', '16']",55447239.0
3218,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '<', '11187']",3052619.0
3219,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '1', 'ci.person_id', '<', '243044']",743642.0
3220,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_type_id', '=', '1', 'ci.person_id', '<', '2186641']",27916487.0
3221,"['t.kind_id', '<', '3', 't.production_year', '=', '2005']",19082.0
3222,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '1827']",3144231.0
3223,"['mc.company_id', '>', '401']",2139487.0
3224,"['t.id', '=', 'ci.movie_id', 't.production_year', '=', '2001', 'ci.person_id', '<', '524265', 'ci.role_id', '=', '10']",4853.0
3225,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '1', 'ci.person_id', '<', '965076', 'ci.role_id', '<', '4']",2320244.0
3226,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2012', 'mi.info_type_id', '=', '2']",856086.0
3227,"['ci.person_id', '<', '243925', 'ci.role_id', '>', '2']",712725.0
3228,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1977', 'ci.person_id', '<', '3684194', 'mi.info_type_id', '=', '8']",5470089.0
3229,"['mc.company_id', '=', '11137']",12948.0
3230,"['mc.company_id', '<', '175385']",2537231.0
3231,"['t.id', '=', 'mc.movie_id', 't.kind_id', '<', '7', 'mc.company_id', '<', '77269', 'mc.company_type_id', '<', '2']",957407.0
